post_id,status,title,url,country,category,process,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,content_has_markers,meta_has_markers,frontend_checked,frontend_http_code,frontend_bytes,frontend_has_markers,frontend_title_hits,risk_class
2494,pending,"Additional Recommendations:",https://drycured.com/?post_type=dry_recipe&p=2494,,,,66,0,0,652,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2495,draft,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",https://drycured.com/?post_type=dry_recipe&p=2495,Italija,Salama,Sušeno,96,0,0,1051,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2496,draft,"?? Tradicionalni recept za saucisson sec",https://drycured.com/?post_type=dry_recipe&p=2496,Francuska,Ostalo,Sušeno,79,0,0,989,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2497,draft,"?? Portugalski recept za Linguiçu",https://drycured.com/?post_type=dry_recipe&p=2497,Portugal,Ostalo,Sušeno,73,0,0,955,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2498,draft,"?? Austrijski recept za Kmetzelsuppe kobasicu",https://drycured.com/?post_type=dry_recipe&p=2498,Austrija,Ostalo,Sušeno,84,0,0,985,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2499,pending,"Sigurnosne preporuke:",https://drycured.com/?post_type=dry_recipe&p=2499,,,,60,0,0,660,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2500,draft,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",https://drycured.com/?post_type=dry_recipe&p=2500,Poljska,Kobasica,Dimljeno|Fermentirano|Sušeno,85,0,0,1850,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2501,publish,"Slovačka Klobása (Slovenská Klobása)",https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,Slovačka,"Suha kobasica","dimljenje + sušenje",4324,4324,0,1610,YES,YES,YES,200,304913,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2502,draft,"JOULUKINKKU (BOŽIĆNA ŠUNKA)",https://drycured.com/?post_type=dry_recipe&p=2502,Finska,Šunka,Sušeno,69,0,0,3006,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2503,publish,"RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA)",https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,Finska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",3535,3535,0,2827,YES,YES,YES,200,304919,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2504,publish,"SAVUSIIKA (DIMLJENI SIIKA - BIJELA RIBA)",https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,Finska,"dimljena riba","hladno dimljeno",3568,3568,0,2903,YES,YES,YES,200,304649,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2505,publish,"METSOPAISTI (SUHO-SALAMURENI TETRIJEB)",https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,Finska,"suha salama","dimljenje + sušenje + zrenje + soljenje/salamurenje",4003,4003,0,2971,YES,YES,YES,200,304754,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2506,publish,"LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA)",https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",3604,3604,0,2945,YES,YES,YES,200,305198,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2507,draft,"PALVIKINKKU (DIMLJENA ŠUNKA)",https://drycured.com/?post_type=dry_recipe&p=2507,Finska,Šunka,Dimljeno|Sušeno,68,0,0,2584,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2508,publish,"SAVUPORONLIHA (DIMLJENO SOBOVO MESO)",https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,Finska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3508,3508,0,2545,YES,YES,YES,200,304676,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2509,pending,"KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS)",https://drycured.com/?post_type=dry_recipe&p=2509,,,,77,0,0,2578,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2510,publish,"ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT)",https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,Finska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",3540,3540,0,2784,YES,YES,YES,200,305038,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2511,publish,"GRAAVILOHI (GRAVLAX - FINSKI MARINIRANI LOSOS)",https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,Finska,"marinirana/gravirana riba","sol + šećer + hladno odležavanje",3601,3601,0,2339,YES,YES,YES,200,304811,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2512,draft,"ROSETTE DE LYON",https://drycured.com/?post_type=dry_recipe&p=2512,Francuska,Ostalo,Fermentirano|Sušeno,54,0,0,1453,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2513,publish,"LONZO CORSE",https://drycured.com/recepti-baza/lonzo-corse/,Francuska,"suhomesnati proizvod",sušenje,4156,4156,0,1596,YES,YES,YES,200,304209,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2514,draft,"SAUCISSON SEC D'AUVERGNE",https://drycured.com/?post_type=dry_recipe&p=2514,Francuska,Ostalo,Fermentirano|Sušeno,63,0,0,1372,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2515,draft,"Siglino Messinias (Σύγκλινο Μεσσηνίας)",https://drycured.com/?post_type=dry_recipe&p=2515,Grčka,Ostalo,Dimljeno|soljeno,94,0,0,1531,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2516,draft,"Tsigarides (Τσιγαρίδες)",https://drycured.com/?post_type=dry_recipe&p=2516,Grčka,Ostalo,Kuhano,72,0,0,1196,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2517,draft,"Armatia (Αρματιά)",https://drycured.com/?post_type=dry_recipe&p=2517,Grčka,Ostalo,Dimljeno|Sušeno,63,0,0,1429,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2518,draft,"Pihti (Πηχτή)",https://drycured.com/?post_type=dry_recipe&p=2518,Grčka,Ostalo,Kuhano|Sušeno,57,0,0,1454,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2519,draft,"Kavourmas (Καβουρμάς)",https://drycured.com/?post_type=dry_recipe&p=2519,Grčka,Ostalo,Kuhano,69,0,0,1430,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2520,draft,"Pastourmas (Παστουρμάς)",https://drycured.com/?post_type=dry_recipe&p=2520,Grčka,Ostalo,Sušeno,72,0,0,1260,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2521,draft,"Apaki (Απάκι)",https://drycured.com/?post_type=dry_recipe&p=2521,Grčka,Ostalo,Dimljeno|soljeno,57,0,0,1254,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2522,draft,"Noumboulo (Νούμπουλο)",https://drycured.com/?post_type=dry_recipe&p=2522,Grčka,Ostalo,Dimljeno|Sušeno,69,0,0,1267,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2523,draft,"Syglino (Σύγκλινο)",https://drycured.com/?post_type=dry_recipe&p=2523,Grčka,Ostalo,Dimljeno|Kuhano|soljeno,65,0,0,1414,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2524,draft,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",https://drycured.com/?post_type=dry_recipe&p=2524,Irska,Ostalo,Dimljeno|soljeno|Sušeno,109,0,0,3476,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2525,publish,"Dulse and Yellowman Bacon (Slanina s morskom travom)",https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,Irska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",3578,3578,0,3082,YES,YES,YES,200,304884,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2526,publish,"Caillín Báin (Bieli spek - Irska verzija slanine sa začinima)",https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,Irska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",3800,3800,0,3178,YES,YES,YES,200,305090,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2527,publish,"Marrowbone Roll (Rolana kobasica s koštanom srži)",https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,Hrvatska,"Suha kobasica",Kuhano,4217,4217,0,3660,YES,YES,YES,200,305041,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2528,private,"Fadge Pudding (Krumpirovo-krvna kobasica)",https://drycured.com/?post_type=dry_recipe&p=2528,Irska,"Suha kobasica",Kuhano,4358,4358,0,3892,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2529,publish,"Irski soljena govedina (Corned Beef)",https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,Irska,"Sušeni dimljeni cijeli komad",soljenje/salamurenje,3501,3501,0,2432,YES,YES,YES,200,304520,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2530,publish,"Irska šunka u pivu (Beer-Cured Ham)",https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,Hrvatska,"Pršut|sušena šunka",soljenje/salamurenje,3557,3557,0,2591,YES,YES,YES,200,304507,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2531,private,"Slátur (Islandska krvavica)",https://drycured.com/?post_type=dry_recipe&p=2531,Island,"Suha kobasica",sušenje,4115,4115,0,1387,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2532,draft,"Svið (Dimljena janjeća glava)",https://drycured.com/?post_type=dry_recipe&p=2532,Island,Ostalo,Dimljeno|soljeno|Sušeno,70,0,0,1064,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2533,publish,"Bjúgu (Islandska dimljena kobasica)",https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,Island,"Suha kobasica","dimljenje + sušenje",4144,4144,0,1410,YES,YES,YES,200,304830,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2534,draft,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",https://drycured.com/?post_type=dry_recipe&p=2534,Island,Ostalo,Fermentirano|Sušeno,92,0,0,1262,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2535,pending,"Selshreifar (Sušeni tuljanovi peraji)",https://drycured.com/?post_type=dry_recipe&p=2535,,,,77,0,0,1281,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2536,pending,"Hákarlasullur (Fermentirani trbuh grenlandskog morskog psa)",https://drycured.com/?post_type=dry_recipe&p=2536,,,,99,0,0,1091,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2537,pending,"Gellur (Sušeni riblji jezici)",https://drycured.com/?post_type=dry_recipe&p=2537,,,,69,0,0,1193,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2538,pending,"Súrsaðir Hrútspungar Með Lyngi (Fermentirani ovnovski testisi s vrijeskom)",https://drycured.com/?post_type=dry_recipe&p=2538,,,,117,0,0,1363,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2539,draft,"Sviðasulta (Želatinizirano janjeće meso s glave)",https://drycured.com/?post_type=dry_recipe&p=2539,Island,Ostalo,Dimljeno|Kuhano,90,0,0,1419,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2540,publish,"Hrútspungar (Prešana janjeća muda)",https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,Hrvatska,"suhomesnati proizvod",Kuhano|soljeno,3601,3601,0,1075,YES,YES,YES,200,304769,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2541,pending,"Harðfiskur (Sušeni oslić)",https://drycured.com/?post_type=dry_recipe&p=2541,,,,67,0,0,773,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2542,pending,"Kæstur Hákarl (Fermentirano meso grenlandskog morskog psa)",https://drycured.com/?post_type=dry_recipe&p=2542,,,,99,0,0,723,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2543,publish,"Lundabaggar (Dimljena prskalina od janjetine)",https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3653,3653,0,1171,YES,YES,YES,200,304835,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2544,publish,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,Moldavija,"Suha kobasica","dimljenje + sušenje + zrenje",4463,4463,0,1782,YES,YES,YES,200,305072,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2545,publish,"Estonska Suitsusink (Dimljena Šunka)",https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,Estonija,"Pršut|sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",3631,3631,0,1562,YES,YES,YES,200,304630,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2546,publish,"Sudžuk (Sudžuk Kosovar)",https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,Kosovo,"Suha kobasica","fermentacija + sušenje",4067,4067,0,1249,YES,YES,YES,200,304490,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2547,draft,"Pršuta e Kosovës (Kosovska pršuta)",https://drycured.com/?post_type=dry_recipe&p=2547,Kosovo,Pršut,soljeno|Sušeno,76,0,0,1059,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2548,draft,"Llokum Kosove (Kosovski delikates)",https://drycured.com/?post_type=dry_recipe&p=2548,Kosovo,Ostalo,Fermentirano|Sušeno,73,0,0,1326,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2549,publish,"Suxhuk me Spec (Sudžuk s paprikom)",https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,Hrvatska,"Suha kobasica",sušenje,4076,4076,0,1300,YES,YES,YES,200,304552,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2550,private,"Gospićki Vjetromet (Specifični mesni naresak)",https://drycured.com/?post_type=dry_recipe&p=2550,Hrvatska,"svježa kobasica za pečenje","dimljenje + sušenje",3535,3535,0,1219,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2551,private,"Senj Začinski Vrat (Specifični nasoljavani vrat)",https://drycured.com/?post_type=dry_recipe&p=2551,Hrvatska,"svježa kobasica za pečenje","dimljenje + sušenje",3528,3528,0,1092,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2552,publish,"Otočac Začinski Vrat s Planine (Mountainski naresak)",https://drycured.com/recepti-baza/otocac-zacinski-vrat-s-planine-mountainski-naresak/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3541,3541,0,1145,YES,YES,YES,200,352598,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2553,publish,"Skilandis (litavska dimljena kobasica)",https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,Litva,"Suha kobasica","punjenje + dimljenje/sušenje/zrenje",4381,4381,0,2813,YES,YES,YES,200,304815,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2554,publish,"Kindziukas (litavska dimljena šunka)",https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,Litva,"Pršut|sušena šunka","dimljenje + sušenje + soljenje/salamurenje",3691,3691,0,2625,YES,YES,YES,200,304606,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2555,publish,"Lašiniai (litavska slanina)",https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,Litva,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",3470,3470,0,2632,YES,YES,YES,200,304419,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2556,publish,"Vytinta dešra (litavska suha kobasica)",https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,Litva,"Suha kobasica","fermentacija + dimljenje + sušenje",4361,4361,0,2868,YES,YES,YES,200,304761,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2557,publish,"Rūkyti lašišos (dimljen losos na litavski način)",https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,Litva,"dimljena riba","dimljenje + soljenje",3683,3683,0,2773,YES,YES,YES,200,304928,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2558,publish,"Pounje Planinski Vrtlog",https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3529,3529,0,1063,YES,YES,YES,200,304391,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2559,private,"Gackanski Vjetrenjak",https://drycured.com/?post_type=dry_recipe&p=2559,Hrvatska|Nepoznato,"kuhana jetrena kobasica ili pašteta","dimljenje + sušenje + soljenje/salamurenje",3339,3339,0,1001,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2560,publish,"Drežnički Šušanj",https://drycured.com/recepti-baza/dreznicki-susanj/,Hrvatska|Nepoznato,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3481,3481,0,1014,YES,YES,YES,200,304467,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2561,publish,"Gospićki Vjetar",https://drycured.com/recepti-baza/gospicki-vjetar/,Mađarska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3451,3451,0,975,YES,YES,YES,200,304367,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2562,pending,"Lički Planinarski Navršak",https://drycured.com/?post_type=dry_recipe&p=2562,,,,66,0,0,1017,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2563,publish,"Maltežanska kobasica (Zalzett Malti)",https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,Malta,"Suha kobasica",sušenje,4000,4000,0,1219,YES,YES,YES,200,304784,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2564,publish,"Maltežanski pršut (Prosciutto Malti)",https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,Malta,"Pršut|sušena šunka","sušenje + zrenje + soljenje/salamurenje",3502,3502,0,1379,YES,YES,YES,200,304640,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2565,publish,"Maltežanska suha govedina (Carne Secca Maltija)",https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,Malta,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",3469,3469,0,1308,YES,YES,YES,200,304807,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2566,pending,"Maltežanski sušeni ovčji sir (Ġbejna Mnixxfa)",https://drycured.com/?post_type=dry_recipe&p=2566,,,,88,0,0,1209,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2567,draft,"Mađarska Kobasica (Kolbász)",https://drycured.com/?post_type=dry_recipe&p=2567,Mađarska,Kobasica,Dimljeno,68,0,0,2538,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2568,draft,"Mađarska Dimljena Šunka (Füstölt Sonka)",https://drycured.com/?post_type=dry_recipe&p=2568,Mađarska,Šunka,Dimljeno|soljeno|Sušeno,82,0,0,2575,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2569,draft,"Mađarski Dimljeni Jezik (Füstölt Nyelv)",https://drycured.com/?post_type=dry_recipe&p=2569,Mađarska,Ostalo,Dimljeno|Kuhano,81,0,0,2434,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2570,private,"Štruki od Svetog Martina - Specifična Vrste Kobasice",https://drycured.com/?post_type=dry_recipe&p=2570,Hrvatska,"svježa kobasica za pečenje",Dimljeno|Sušeno,3562,3562,0,1155,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2571,publish,"Zaprešićki Vrganjevi Narezak",https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,Hrvatska,"suhomesnati proizvod",Sušeno,3530,3530,0,980,YES,YES,YES,200,304684,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2572,publish,"Medžimurski Divljač Narezak",https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,Hrvatska,"suhomesnati proizvod",Sušeno,3513,3513,0,982,YES,YES,YES,200,304652,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2573,publish,"Gornjomurečki Začinski Narezak",https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,Hrvatska,"suhomesnati proizvod",Sušeno,3492,3492,0,1027,YES,YES,YES,200,304697,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2574,publish,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,Moldavija,"Pršut|sušena šunka","dimljenje + sušenje + soljenje/salamurenje",3396,3396,0,2447,YES,YES,YES,200,304614,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2575,publish,"PASTRAMĂ DE OAIE (OVČJA PASTRAMA)",https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3659,3659,0,2825,YES,YES,YES,200,304579,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2576,publish,"CÂRNAȚ AFUMAT (DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,Rumunjska,"Suha kobasica","dimljenje + sušenje + zrenje",4263,4263,0,3165,YES,YES,YES,200,304769,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2577,publish,"Droge Worst (Suha kobasica)",https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,Nizozemska,"Suha kobasica","fermentacija + sušenje",4064,4064,0,2416,YES,YES,YES,200,304534,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2578,private,"Leverworst (Jetrena pašteta)",https://drycured.com/?post_type=dry_recipe&p=2578,Hrvatska,"kuhana jetrena kobasica ili pašteta",Kuhano,3538,3538,0,2444,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2579,publish,"Spekdikken (Slanina s medom)",https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,Nizozemska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",3442,3442,0,2371,YES,YES,YES,200,304424,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2580,draft,"Ossenworst (Goveđa sirova kobasica)",https://drycured.com/?post_type=dry_recipe&p=2580,Nizozemska,Kobasica,Sušeno,75,0,0,2347,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2581,pending,"MOSTBRÖCKLI (ALPSKA SUŠENA GOVEDINA)",https://drycured.com/?post_type=dry_recipe&p=2581,,,,77,0,0,908,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2582,pending,"HOLSTEINER KATENSCHINKEN (HOLŠTAJNSKA DIMLJENA ŠUNKA)",https://drycured.com/?post_type=dry_recipe&p=2582,,,,94,0,0,755,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2583,pending,"WESTFÄLISCHER KNOCHENSCHINKEN (VESTFALSKA ŠUNKA S KOSTI)",https://drycured.com/?post_type=dry_recipe&p=2583,,,,97,0,0,804,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2584,pending,"Schwarzwaldska šunka s kiselim kupusom i krumpirom",https://drycured.com/?post_type=dry_recipe&p=2584,,,,90,0,0,1324,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2585,pending,"Leichter Karreeschinken s povrćem u eintopfu",https://drycured.com/?post_type=dry_recipe&p=2585,,,,84,0,0,1545,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2586,pending,"Scharfe Edelrohwurst s povrćem na žaru",https://drycured.com/?post_type=dry_recipe&p=2586,,,,79,0,0,1451,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2587,publish,"VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA)",https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,Hrvatska,"Suha kobasica",dimljenje,4413,4413,0,1504,YES,YES,YES,200,305163,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2588,pending,"RAKFISK (FERMENTIRANI SLATKOVODNI LOSOS)",https://drycured.com/?post_type=dry_recipe&p=2588,,,,79,0,0,1098,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2589,publish,"SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA)",https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3819,3819,0,1328,YES,YES,YES,200,304854,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2591,pending,"SMALAHOVE (SUŠENA OVČJA GLAVA)",https://drycured.com/?post_type=dry_recipe&p=2591,,,,71,0,0,970,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2592,draft,"FÅREPØLSE (TRADICIONALNA OVČJA KOBASICA)",https://drycured.com/?post_type=dry_recipe&p=2592,Norveška,Kobasica,Fermentirano|Sušeno,82,0,0,1553,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2593,draft,"ELGKJØTT SPEKEMAT (SUHO MESO LOSA)",https://drycured.com/?post_type=dry_recipe&p=2593,Norveška,Ostalo,Dimljeno|Sušeno,74,0,0,1215,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2594,publish,"GRAVET LAKS (GRAVLAKS - MARINIRANI LOSOS)",https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,Norveška,"marinirana/gravirana riba","sol + šećer + hladno odležavanje",3686,3686,0,1227,YES,YES,YES,200,304697,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2595,draft,"TJUKKMJØLKSPØLSE (FERMENTIRANA KOBASICA S MLIJEČNOM KULTUROM)",https://drycured.com/?post_type=dry_recipe&p=2595,Norveška,Kobasica,Fermentirano|Sušeno,103,0,0,1556,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2596,pending,"REINSDYRHJERTE (SUŠENO SRCE SOBA)",https://drycured.com/?post_type=dry_recipe&p=2596,,,,73,0,0,1158,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2597,publish,"FENALÅR (SUŠENI BUT JANJETA)",https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,Norveška,"suhomesnati proizvod","sušenje + soljenje/salamurenje",3642,3642,0,1112,YES,YES,YES,200,304573,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
